Category,Sub_Category,Brand
Food,Groceries,Nu-Shakti
Food,Groceries,Colourmist
Food,Groceries,Dorset
Food,Groceries,KOOKIN
Food,Groceries,Zazzy
Food,Groceries,kings Coffee
Food,Groceries,Seven Beans
Food,Groceries,Maaza
Food,Groceries,Wilbur
Food,Groceries,Aquafina
Food,Groceries,Gogi
Food,Groceries,Cadbury BournVita
Food,Groceries,Neo foods
Food,Groceries,Corniche
Food,Groceries,Blinkmax
Food,Groceries,Himalayan
Food,Groceries,Zevic Premium
Food,Groceries,Tata Salt
Food,Groceries,IGLOO
Food,Groceries,OGMO
Food,Groceries,Chocoville
Food,Groceries,FabBox.in
Food,Groceries,Nestle Koko Krunch
Food,Groceries,Millet Mantra
Food,Groceries,DevBhumi
Food,Groceries,RAS CHEKKU OIL
Food,Groceries,Idhayam
Food,Groceries,VVV
Food,Groceries,Meiji
Food,Groceries,Dhara
Food,Groceries,Freedom
Food,Groceries,Fine Decor
Food,Groceries,Tez
Food,Groceries,Laxminarayan
Food,Groceries,Isvaryam
Food,Groceries,Orysa
Food,Groceries,Til Sona
Food,Groceries,Allegro
Food,Groceries,Tech Organea
Food,Groceries,Ausum Tea
Food,Groceries,Foodecor
Food,Groceries,Tata
Food,Groceries,Dream Bake
Food,Groceries,Bonne Maman
Food,Groceries,Coolberg
Food,Groceries,Terra
Food,Groceries,Jacker
Food,Groceries,Kesari
Food,Groceries,Loyka
Food,Groceries,Monini
Food,Groceries,Kims
Food,Groceries,Good Vibes
Food,Groceries,Soklet
Food,Groceries,Nature's Pick
Food,Groceries,Oreo
Food,Groceries,Cadbury Silk
Food,Groceries,Eco Fresh
Food,Groceries,Kinder
Food,Groceries,Weetabix
Food,Groceries,Baskin Robbins
Food,Groceries,Silk
Food,Groceries,Cadbury Gems
Food,Groceries,Fusen
Food,Groceries,Fantastic
Food,Groceries,Mr South
Food,Groceries,Brunella
Food,Groceries,Polo
Food,Groceries,Cofresh
Food,Groceries,Diamond
Food,Groceries,Annapurna
Food,Groceries,Tagz
Food,Groceries,Udupi Ruchi
Food,Groceries,Zevic
Food,Groceries,FIESTA
Food,Groceries,Haribo
Food,Groceries,SACHAMOTI
Food,Groceries,Ambrosia Delicatessen
Food,Groceries,THIRUMALA
Food,Groceries,Lijjat
Food,Groceries,Schweppes
Food,Groceries,Shree Mahalakshmi
Food,Groceries,Anil
Food,Groceries,The B Queen Co
Food,Groceries,Choki Choki
Food,Groceries,Bon curry
Food,Groceries,Yujing
Food,Groceries,Limca
Food,Groceries,Naturesmith
Food,Groceries,Delaviuda
Food,Groceries,Nestle A+
Food,Groceries,Anandam
Food,Groceries,Bel Normande
Food,Groceries,Orkay
Food,Groceries,Sakura
Food,Groceries,Ruchi
Food,Groceries,Iyengars Traditional
Food,Groceries,John's
Food,Groceries,Ogara
Food,Groceries,7 Up Nimbooz
Food,Groceries,Ayur Egg
Food,Groceries,Healthy Gut
Food,Groceries,The Kitchen Farms
Food,Groceries,Sunbean
Food,Groceries,La Costena
Food,Groceries,Bush
Food,Groceries,Perrier
Food,Groceries,Amulya
Food,Groceries,Wedderspoon
Food,Groceries,Alpen
Food,Groceries,Bertolli
Food,Groceries,Freshious
Food,Groceries,Chef'S Basket
Food,Groceries,Spigadro
Food,Groceries,Praana
Food,Groceries,Sunpure
Food,Groceries,Gold Winner
Food,Groceries,Palmpure
Food,Groceries,BONGO BHOG
Food,Groceries,Swaad
Food,Groceries,LAXMI NARAYAN
Food,Groceries,Arcor
Food,Groceries,Samvruddhi
Food,Groceries,Frozen Star
Food,Groceries,Pukka
Food,Groceries,SARI GANDUM
Food,Groceries,Bounty
Food,Groceries,Kpl
Food,Groceries,LO! Foods
Food,Groceries,Senor Pepito
Food,Groceries,Vivatta
Food,Groceries,COFFEE JOY
Food,Groceries,WaghBakri
Food,Groceries,Nature's Treat
Food,Groceries,NuttyFox
Food,Groceries,Bakers
Food,Groceries,AMADO
Food,Groceries,Natural Tattva
Food,Groceries,Bhikhaaram Chandmal
Food,Groceries,Sukrit
Food,Groceries,Zour Bomb
Food,Groceries,Society
Food,Groceries,Tofu
Food,Groceries,Dutch Delights
Food,Groceries,Arogya Dhan
Food,Groceries,Delfi Twister
Food,Groceries,Wood & Kemp
Food,Groceries,SSK
Food,Groceries,Puro
Food,Groceries,Farmers Family
Food,Groceries,Vochelle
Food,Groceries,Bachun
Food,Groceries,Dhishoom
Food,Groceries,Amrutanjan Fruitnik
Food,Groceries,Naturally Yours
Food,Groceries,Van Pur
Food,Groceries,Alaska
Food,Groceries,Spc
Food,Groceries,SriRudra
Food,Groceries,Zoik
Food,Groceries,Alfa
Food,Groceries,Tata Tea Gemini
Food,Groceries,Piknik
Food,Groceries,The Bridge Bio
Food,Groceries,Maxcare
Food,Groceries,EXPLORE CUISINE
Food,Groceries,OLIVANA
Food,Groceries,Sriracha
Food,Groceries,Broth Craft
Food,Groceries,Nonandrai Bholanath
Food,Groceries,Double Pagoda
Food,Groceries,Goldrops
Food,Groceries,Alkalen
Food,Groceries,Baron De Bercy
