,Description,Category,Sub_Category
1490,Canon EOS Rebel SL3,Electronics,Camera
1491,Sony Cyber-shot DSC-RX100 VII,Electronics,Camera
1492,Nikon D7500,Electronics,Camera
1493,Fujifilm X-T20,Electronics,Camera
1494,Panasonic Lumix G9,Electronics,Camera
1495,Olympus PEN E-PL10,Electronics,Camera
1496,Canon EOS R5,Electronics,Camera
1497,Sony Alpha a6600,Electronics,Camera
1498,Nikon D750,Electronics,Camera
1499,Fujifilm X-T2,Electronics,Camera
1500,Panasonic Lumix G95,Electronics,Camera
1501,Olympus OM-D E-M5 Mark III,Electronics,Camera
1502,Canon PowerShot SX740 HS,Electronics,Camera
1503,Sony Cyber-shot DSC-RX100 VI,Electronics,Camera
1504,Nikon D850,Electronics,Camera
1505,Fujifilm X100V,Electronics,Camera
1506,Panasonic Lumix G100,Electronics,Camera
1507,Olympus PEN E-PL8,Electronics,Camera
1508,Canon EOS M6 Mark II,Electronics,Camera
1509,Sony Alpha a7R IV,Electronics,Camera
1510,Nikon Z7,Electronics,Camera
1511,Fujifilm X-T200,Electronics,Camera
1512,Panasonic Lumix S1,Electronics,Camera
1513,Olympus OM-D E-M10 Mark II,Electronics,Camera
1514,Canon EOS Rebel T7i,Electronics,Camera
1515,Sony Cyber-shot DSC-HX99,Electronics,Camera
1516,Nikon D500,Electronics,Camera
1517,Fujifilm X-A7,Electronics,Camera
1518,Panasonic Lumix GH5S,Electronics,Camera
1519,Olympus PEN E-PL7,Electronics,Camera
1520,Canon PowerShot SX70 HS,Electronics,Camera
1521,Sony Alpha a7 II,Electronics,Camera
1522,Nikon D780,Electronics,Camera
1523,Fujifilm X-E4,Electronics,Camera
1524,Panasonic Lumix S1R,Electronics,Camera
1525,Olympus OM-D E-M1 Mark II,Electronics,Camera
1526,Canon EOS RP,Electronics,Camera
1527,Sony Cyber-shot DSC-RX10 IV,Electronics,Camera
1528,Nikon Z50,Electronics,Camera
1529,Fujifilm X-Pro3,Electronics,Camera
1530,Panasonic Lumix G6,Electronics,Camera
1531,Olympus PEN-F,Electronics,Camera
1532,Canon EOS 90D,Electronics,Camera
1533,Sony Alpha a6100,Electronics,Camera
1534,Nikon D7200,Electronics,Camera
1535,Fujifilm X-A5,Electronics,Camera
1536,Panasonic Lumix S5,Electronics,Camera
1537,Olympus OM-D E-M5 Mark II,Electronics,Camera
1538,Canon PowerShot G5 X Mark II,Electronics,Camera
1539,Sony Cyber-shot DSC-HX90V,Electronics,Camera
1540,Nikon Z6 II,Electronics,Camera
1541,Fujifilm X-T100,Electronics,Camera
1542,Panasonic Lumix G95/G90,Electronics,Camera
1543,Olympus PEN E-PL6,Electronics,Camera
1544,Canon EOS Rebel T6,Electronics,Camera
1545,Sony Alpha a6400,Electronics,Camera
1546,Nikon D5300,Electronics,Camera
1547,Fujifilm X-A3,Electronics,Camera
1548,Panasonic Lumix S PRO 50mm F1.4,Electronics,Camera
1549,Olympus OM-D E-M1X,Electronics,Camera
1550,Canon PowerShot G9 X Mark II,Electronics,Camera
1551,Sony Cyber-shot DSC-RX100 V,Electronics,Camera
1552,Nikon Z5,Electronics,Camera
1553,Fujifilm X70,Electronics,Camera
1554,Panasonic Lumix S PRO 70-200mm F2.8,Electronics,Camera
1555,Olympus PEN E-PL5,Electronics,Camera
1556,Canon EOS 80D,Electronics,Camera
1557,Sony Alpha a7S III,Electronics,Camera
1558,Nikon D610,Electronics,Camera
1559,Fujifilm X-S10,Electronics,Camera
1560,Panasonic Lumix GX9,Electronics,Camera
1561,Olympus OM-D E-M1 Mark III Limited Edition,Electronics,Camera
1562,Canon EOS Rebel T100,Electronics,Camera
1563,Sony Cyber-shot DSC-RX10 III,Electronics,Camera
1564,Nikon D3400,Electronics,Camera
1565,Fujifilm X-A10,Electronics,Camera
1566,Panasonic Lumix GH4,Electronics,Camera
1567,Olympus PEN E-P5,Electronics,Camera
1568,Canon PowerShot SX620 HS,Electronics,Camera
1569,Nikon Df,Electronics,Camera
1570,Fujifilm X-E3,Electronics,Camera
1571,Panasonic Lumix S5C,Electronics,Camera
1572,Olympus OM-D E-M10,Electronics,Camera
1573,Canon EOS Rebel T5,Electronics,Camera
1574,Sony Alpha a7C,Electronics,Camera
1575,Nikon D5200,Electronics,Camera
1576,Fujifilm X-H1,Electronics,Camera
1577,Panasonic Lumix G80,Electronics,Camera
1578,Olympus PEN E-PM2,Electronics,Camera
1579,Canon PowerShot SX540 HS,Electronics,Camera
1580,Sony Cyber-shot DSC-HX80,Electronics,Camera
1581,Nikon D610A,Electronics,Camera
1582,Fujifilm X-A2,Electronics,Camera
1583,Panasonic Lumix GX85/GX80,Electronics,Camera
1584,Olympus OM-D E-M5,Electronics,Camera
1585,Canon EOS Rebel T6i,Electronics,Camera
1586,Sony Alpha a7S II,Electronics,Camera
1587,Nikon D3300,Electronics,Camera
1588,Fujifilm X-T10,Electronics,Camera
1589,Panasonic Lumix GH4R,Electronics,Camera
1590,Olympus PEN E-PM1,Electronics,Camera
1591,Canon PowerShot G1 X Mark III,Electronics,Camera
1592,Sony Cyber-shot DSC-RX100 IV,Electronics,Camera
1593,Nikon Z6 II Essential Movie Kit,Electronics,Camera
1594,Fujifilm X-A20,Electronics,Camera
1595,Panasonic Lumix S PRO 24-70mm F2.8,Electronics,Camera
1596,Olympus OM-D E-M1 Mark III 2.0,Electronics,Camera
1597,Canon EOS Rebel T3,Electronics,Camera
1598,Sony Alpha a5000,Electronics,Camera
1599,Nikon D600,Electronics,Camera
1600,Fujifilm X-T200/XC15-45mm F3.5-5.6 OIS PZ,Electronics,Camera
1601,Panasonic Lumix GX7,Electronics,Camera
1602,Olympus PEN E-P7,Electronics,Camera
1603,Canon EOS Rebel T7/2000D,Electronics,Camera
1604,Sony Cyber-shot DSC-H300,Electronics,Camera
1605,Nikon D810,Electronics,Camera
1606,Fujifilm X-A1,Electronics,Camera
1607,Panasonic Lumix S5H,Electronics,Camera
1608,Olympus OM-D E-M1,Electronics,Camera
1609,Canon PowerShot G7 X Mark II,Electronics,Camera
1610,Sony Alpha a7 III Kit,Electronics,Camera
1611,Nikon D7100,Electronics,Camera
1612,Fujifilm X-T4/XC16-80mm F4 R OIS WR,Electronics,Camera
1613,Panasonic Lumix GX8,Electronics,Camera
1614,Olympus PEN E-PM2 Limited Edition,Electronics,Camera
1615,Canon EOS Rebel SL1/100D,Electronics,Camera
1616,Sony Cyber-shot DSC-HX350,Electronics,Camera
1617,Nikon D750 with 24-120mm lens,Electronics,Camera
1618,Fujifilm X-A2/XC16-50mm F3.5-5.6 II,Electronics,Camera
1619,Panasonic Lumix S5R,Electronics,Camera
1620,Olympus OM-D E-M10 Mark IV,Electronics,Camera
1621,Canon EOS M100,Electronics,Camera
1622,Sony Alpha a5100,Electronics,Camera
1623,Nikon D610 with 24-85mm lens,Electronics,Camera
1624,Fujifilm X-T30/XC15-45mm F3.5-5.6 OIS PZ,Electronics,Camera
1625,Panasonic Lumix GH4R + DMW-YAGH Interface Unit,Electronics,Camera
1626,Olympus PEN E-P5 Limited Edition,Electronics,Camera
1627,Canon PowerShot SX620 HS Black Kit,Electronics,Camera
1628,Sony Cyber-shot DSC-RX0,Electronics,Camera
1629,Nikon D3200,Electronics,Camera
1630,Fujifilm X-E2,Electronics,Camera
1631,Panasonic Lumix S PRO 16-35mm F4,Electronics,Camera
1632,Olympus OM-D E-M10 Mark II Limited Edition,Electronics,Camera
1633,Canon EOS Rebel T6s/760D,Electronics,Camera
1634,Sony Alpha a6000 with 16-50mm lens,Electronics,Camera
1635,Nikon D600 with 24-85mm lens,Electronics,Camera
1636,Fujifilm X-T100/XC15-45mm F3.5-5.6 OIS PZ,Electronics,Camera
1637,Panasonic Lumix GX7 Mark II,Electronics,Camera
1638,Olympus PEN E-PL9 Limited Edition,Electronics,Camera
1639,Canon EOS Rebel SL2/200D,Electronics,Camera
1640,Sony Cyber-shot DSC-HX99 with 4K Video Recording,Electronics,Camera
1641,Nikon Df with 50mm f/1.8G lens,Electronics,Camera
1642,Fujifilm X-M1,Electronics,Camera
1643,Panasonic Lumix G VARIO 35-100mm/F4.0-5.6 ASP,Electronics,Camera
1644,GoPro,Electronics,Camera
2724,Apple iPhone 13,Electronics,Phone
2725,Samsung Galaxy S21,Electronics,Phone
2726,Apple iPhone 12,Electronics,Phone
2727,Samsung Galaxy Note 20 Ultra,Electronics,Phone
2728,Google Pixel 6,Electronics,Phone
2729,Apple iPhone 11,Electronics,Phone
2730,Samsung Galaxy S20,Electronics,Phone
2731,Apple iPhone SE (2020),Electronics,Phone
2732,Samsung Galaxy S21 Ultra,Electronics,Phone
2733,Apple iPhone XR,Electronics,Phone
2734,Samsung Galaxy S21 Plus,Electronics,Phone
2735,Google Pixel 5a,Electronics,Phone
2736,Apple iPhone XS,Electronics,Phone
2737,Samsung Galaxy S20 FE,Electronics,Phone
2738,Motorola Moto G Power (2021),Electronics,Phone
2739,OnePlus 9 Pro,Electronics,Phone
2740,LG V60 ThinQ 5G,Electronics,Phone
2741,Samsung Galaxy A52 5G,Electronics,Phone
2742,Google Pixel 4a,Electronics,Phone
2743,Apple iPhone 8,Electronics,Phone
2744,Samsung Galaxy A32 5G,Electronics,Phone
2745,OnePlus 8T,Electronics,Phone
2746,Apple iPhone 12 Mini,Electronics,Phone
2747,Samsung Galaxy Z Fold 3,Electronics,Phone
2748,Google Pixel 4a 5G,Electronics,Phone
2749,Samsung Galaxy A12,Electronics,Phone
2750,Apple iPhone 7,Electronics,Phone
2751,Samsung Galaxy A71 5G,Electronics,Phone
2752,Motorola Moto G Stylus 5G,Electronics,Phone
2753,Samsung Galaxy A22 5G,Electronics,Phone
2754,OnePlus Nord N200 5G,Electronics,Phone
2755,Apple iPhone 12 Pro Max,Electronics,Phone
2756,LG Stylo 6,Electronics,Phone
2757,Samsung Galaxy S10,Electronics,Phone
2758,Google Pixel 3a,Electronics,Phone
2759,Apple iPhone 12 Pro,Electronics,Phone
2760,Samsung Galaxy S10e,Electronics,Phone
2761,Motorola Moto G Power (2022),Electronics,Phone
2762,Google Pixel 6 Pro,Electronics,Phone
2763,Samsung Galaxy A51,Electronics,Phone
2764,Apple iPhone 13 Pro,Electronics,Phone
2765,Samsung Galaxy Z Flip 3,Electronics,Phone
2766,Motorola Moto G Fast (2022),Electronics,Phone
2767,OnePlus 9,Electronics,Phone
2768,Google Pixel 4 XL,Electronics,Phone
2769,Samsung Galaxy Note 10 Plus,Electronics,Phone
2770,Apple iPhone 13 Mini,Electronics,Phone
2771,Samsung Galaxy S10 Plus,Electronics,Phone
2772,Motorola Moto G Stylus 5G (2021),Electronics,Phone
2773,Google Pixel 5,Electronics,Phone
2774,Samsung Galaxy A72 5G,Electronics,Phone
2775,LG K92 5G,Electronics,Phone
2776,Samsung Galaxy A02s,Electronics,Phone
2777,OnePlus Nord N10 5G,Electronics,Phone
2778,Apple iPhone 6S,Electronics,Phone
2779,Samsung Galaxy A52,Electronics,Phone
2780,Google Pixel 4,Electronics,Phone
2781,Samsung Galaxy Note 20,Electronics,Phone
2782,LG Velvet 5G,Electronics,Phone
2783,Apple iPhone SE (2016),Electronics,Phone
2784,Samsung Galaxy A71,Electronics,Phone
2785,Motorola Moto G Stylus (2021),Electronics,Phone
2786,Google Pixel 3,Electronics,Phone
2787,Apple iPhone 11 Pro Max,Electronics,Phone
2788,Samsung Galaxy Note 9,Electronics,Phone
2789,LG K51,Electronics,Phone
2790,OnePlus 7T,Electronics,Phone
2791,Samsung Galaxy A20,Electronics,Phone
2792,Apple iPhone 13 Pro Max (2022),Electronics,Phone
2793,Samsung Galaxy A11,Electronics,Phone
2794,Google Pixel 3 XL,Electronics,Phone
2795,Apple iPhone 11 Pro,Electronics,Phone
2796,Samsung Galaxy Note 10,Electronics,Phone
2797,Motorola Moto G7 Power,Electronics,Phone
2798,Samsung Galaxy S9,Electronics,Phone
2799,Google Pixel 2,Electronics,Phone
2800,Samsung Galaxy A42 5G,Electronics,Phone
2801,Apple iPhone XS Max,Electronics,Phone
2802,Samsung Galaxy A31,Electronics,Phone
2803,LG K8X,Electronics,Phone
2804,OnePlus 7 Pro,Electronics,Phone
2805,Samsung Galaxy A10e,Electronics,Phone
2806,Apple iPhone 6S Plus,Electronics,Phone
2807,Samsung Galaxy S9 Plus,Electronics,Phone
2808,Google Pixel 2 XL,Electronics,Phone
2809,Samsung Galaxy A21,Electronics,Phone
2810,Apple iPhone X,Electronics,Phone
2811,Motorola Moto G Play (2021),Electronics,Phone
2812,Samsung Galaxy A01,Electronics,Phone
2813,LG K40,Electronics,Phone
2814,OnePlus 6T,Electronics,Phone
2815,Google Pixel,Electronics,Phone
2816,Samsung Galaxy A32,Electronics,Phone
2817,Samsung QN90A Neo QLED,Electronics,TV
2818,LG C1 OLED,Electronics,TV
2819,Sony A90J OLED,Electronics,TV
2820,Vizio P-Series Quantum X,Electronics,TV
2821,TCL 6-Series (R635),Electronics,TV
2822,Samsung Q80A QLED,Electronics,TV
2823,LG G1 OLED,Electronics,TV
2824,Sony X90J (XR-55X90J),Electronics,TV
2825,Vizio M-Series Quantum,Electronics,TV
2826,Hisense U8G,Electronics,TV
2827,Samsung QN85A QLED,Electronics,TV
2828,LG B1 OLED,Electronics,TV
2829,Sony X95J (XR-65X95J),Electronics,TV
2830,Vizio V-Series,Electronics,TV
2831,TCL 5-Series (S535),Electronics,TV
2832,Samsung Q60A QLED,Electronics,TV
2833,LG A1 OLED,Electronics,TV
2834,Sony X80J (XBR-55X80J),Electronics,TV
2835,Vizio D-Series,Electronics,TV
2836,Hisense H9G Quantum,Electronics,TV
2837,Samsung QN800A Neo QLED,Electronics,TV
2838,LG NANO90 (75NANO90),Electronics,TV
2839,Sony X90J (XR-65X90J),Electronics,TV
2840,Vizio V-Series (2021),Electronics,TV
2841,TCL 4-Series (S435),Electronics,TV
2842,Samsung The Frame (2021),Electronics,TV
2843,LG BX OLED,Electronics,TV
2844,Sony X80J (XBR-65X80J),Electronics,TV
2845,Vizio P-Series Quantum (P65Q9-H1),Electronics,TV
2846,Hisense H8G Quantum,Electronics,TV
2847,Samsung Q70A QLED,Electronics,TV
2848,LG NANO85 (55NANO85),Electronics,TV
2849,Sony X80J (XBR-43X80J),Electronics,TV
2850,Vizio V-Series (V405-H19),Electronics,TV
2851,TCL 4-Series (S425),Electronics,TV
2852,Samsung TU7000,Electronics,TV
2853,LG CX OLED,Electronics,TV
2854,Sony X85J (XBR-55X85J),Electronics,TV
2855,Vizio V5 Series (V555-J01),Electronics,TV
2856,Hisense U7G,Electronics,TV
2857,Samsung Q800T QLED,Electronics,TV
2858,LG OLED GX,Electronics,TV
2859,Sony X90J (XR-75X90J),Electronics,TV
2860,Vizio M-Series Quantum (M65Q8-H1),Electronics,TV
2861,TCL 4-Series (S405),Electronics,TV
2862,Samsung QN900A Neo QLED,Electronics,TV
2863,LG NANO81 (55NANO81),Electronics,TV
2864,Sony X80J (XBR-75X80J),Electronics,TV
2865,Vizio P-Series Quantum X (P75QX-H1),Electronics,TV
2866,Hisense R8G,Electronics,TV
2867,Samsung Q80T QLED,Electronics,TV
2868,LG NANO81 (65NANO81),Electronics,TV
2869,Sony A8H OLED,Electronics,TV
2870,Vizio V-Series (V585-J01),Electronics,TV
2871,TCL 6-Series (R617),Electronics,TV
2872,Samsung Q70T QLED,Electronics,TV
2873,LG NANO81 (75NANO81),Electronics,TV
2874,Sony X95J (XR-75X95J),Electronics,TV
2875,Vizio OLED (OLED55-H1),Electronics,TV
2876,Hisense R6G,Electronics,TV
2877,Samsung Q950TS QLED,Electronics,TV
2878,LG OLED WX,Electronics,TV
2879,Sony X90J (XR-85X90J),Electronics,TV
2880,Vizio P-Series Quantum X (P85QX-H1),Electronics,TV
2881,TCL 6-Series (R625),Electronics,TV
2882,Samsung The Terrace (2021),Electronics,TV
2883,LG NANO81 (65NANO85),Electronics,TV
2884,Sony X80J (XBR-85X80J),Electronics,TV
2885,Vizio P-Series Quantum (P75Q9-H1),Electronics,TV
2886,Hisense R7E,Electronics,TV
2887,Samsung QN800A Neo QLED,Electronics,TV
2888,LG NANO80 (65NANO80),Electronics,TV
2889,Sony X85J (XBR-65X85J),Electronics,TV
2890,Vizio P-Series Quantum X (P65QX-H1),Electronics,TV
2891,TCL 5-Series (S525),Electronics,TV
2892,Samsung Q900TS QLED,Electronics,TV
2893,LG OLED CX (OLED55CXPUA),Electronics,TV
2894,Sony X95J (XR-85X95J),Electronics,TV
2895,Vizio M-Series,Electronics,TV
3456,Blizzard Entertainment,Electronics,Gaming
