,city,state_id,state_name,state_name_id
3511,Jacksonville,AL,Alabama,Jacksonville AL
3512,Endicott,NY,New York,Endicott NY
3513,Cheney,WA,Washington,Cheney WA
3514,Palos Heights,IL,Illinois,Palos Heights IL
3515,Boone,IA,Iowa,Boone IA
3516,North St. Paul,MN,Minnesota,North St. Paul MN
3517,Ocean Pines,MD,Maryland,Ocean Pines MD
3518,Cherry Creek,CO,Colorado,Cherry Creek CO
3519,RÃ­o Grande,PR,Puerto Rico,RÃ­o Grande PR
3520,Paris,KY,Kentucky,Paris KY
3521,Irmo,SC,South Carolina,Irmo SC
3522,San Anselmo,CA,California,San Anselmo CA
3523,Marysville,CA,California,Marysville CA
3524,Woodhaven,MI,Michigan,Woodhaven MI
3525,Bedford,OH,Ohio,Bedford OH
3526,Trophy Club,TX,Texas,Trophy Club TX
3527,Riverton,WY,Wyoming,Riverton WY
3528,Shepherdsville,KY,Kentucky,Shepherdsville KY
3529,Plymouth,IN,Indiana,Plymouth IN
3530,Manchester,TN,Tennessee,Manchester TN
3531,Waconia,MN,Minnesota,Waconia MN
3532,Stony Brook,NY,New York,Stony Brook NY
3533,St. Peter,MN,Minnesota,St. Peter MN
3534,Kelso,WA,Washington,Kelso WA
3535,Elkhorn,WI,Wisconsin,Elkhorn WI
3536,Gatesville,TX,Texas,Gatesville TX
3537,Goldenrod,FL,Florida,Goldenrod FL
3538,Virginia,MN,Minnesota,Virginia MN
3539,Chino Valley,AZ,Arizona,Chino Valley AZ
3540,Lakeside,VA,Virginia,Lakeside VA
3541,Newington Forest,VA,Virginia,Newington Forest VA
3542,Blue Ash,OH,Ohio,Blue Ash OH
3543,Lewisburg,TN,Tennessee,Lewisburg TN
3544,Wilmington,OH,Ohio,Wilmington OH
3545,Harrison,WI,Wisconsin,Harrison WI
3546,Holly Hill,FL,Florida,Holly Hill FL
3547,Lansdowne,VA,Virginia,Lansdowne VA
3548,Minnehaha,WA,Washington,Minnehaha WA
3549,New Baltimore,MI,Michigan,New Baltimore MI
3550,Gulfport,FL,Florida,Gulfport FL
3551,Forestville,MD,Maryland,Forestville MD
3552,Derby,CT,Connecticut,Derby CT
3553,Kewanee,IL,Illinois,Kewanee IL
3554,Orange City,FL,Florida,Orange City FL
3555,Lakeland Highlands,FL,Florida,Lakeland Highlands FL
3556,Bastrop,LA,Louisiana,Bastrop LA
3557,Gladstone,OR,Oregon,Gladstone OR
3558,Patchogue,NY,New York,Patchogue NY
3559,Winnetka,IL,Illinois,Winnetka IL
3560,Markham,IL,Illinois,Markham IL
3561,Marion,AR,Arkansas,Marion AR
3562,Oak Hills,OR,Oregon,Oak Hills OR
3563,Leon Valley,TX,Texas,Leon Valley TX
3564,Joppatowne,MD,Maryland,Joppatowne MD
3565,West Plains,MO,Missouri,West Plains MO
3566,Delhi,CA,California,Delhi CA
3567,Winchester,TN,Tennessee,Winchester TN
3568,Newcastle,WA,Washington,Newcastle WA
3569,New Kensington,PA,Pennsylvania,New Kensington PA
3570,Beatrice,NE,Nebraska,Beatrice NE
3571,Poquoson,VA,Virginia,Poquoson VA
3572,Clayton,CA,California,Clayton CA
3573,St. Marys,PA,Pennsylvania,St. Marys PA
3574,Ottawa,KS,Kansas,Ottawa KS
3575,Larkspur,CA,California,Larkspur CA
3576,Cottonwood,AZ,Arizona,Cottonwood AZ
3577,Mays Chapel,MD,Maryland,Mays Chapel MD
3578,Shady Hills,FL,Florida,Shady Hills FL
3579,Lincolnwood,IL,Illinois,Lincolnwood IL
3580,Arkansas City,KS,Kansas,Arkansas City KS
3581,Elon,NC,North Carolina,Elon NC
3582,Palmer,MA,Massachusetts,Palmer MA
3583,West Monroe,LA,Louisiana,West Monroe LA
3584,Parker,SC,South Carolina,Parker SC
3585,Batesville,AR,Arkansas,Batesville AR
3586,Amherst,OH,Ohio,Amherst OH
3587,Grenada,MS,Mississippi,Grenada MS
3588,Ishpeming,MI,Michigan,Ishpeming MI
3589,Jesup,GA,Georgia,Jesup GA
3590,Ringwood,NJ,New Jersey,Ringwood NJ
3591,Overlea,MD,Maryland,Overlea MD
3592,Speedway,IN,Indiana,Speedway IN
3593,Enumclaw,WA,Washington,Enumclaw WA
3594,Neosho,MO,Missouri,Neosho MO
3595,Wells Branch,TX,Texas,Wells Branch TX
3596,Lincoln City,OR,Oregon,Lincoln City OR
3597,North Merrick,NY,New York,North Merrick NY
3598,Northlake,IL,Illinois,Northlake IL
3599,Eatontown,NJ,New Jersey,Eatontown NJ
3600,Newport,OR,Oregon,Newport OR
3601,Home Gardens,CA,California,Home Gardens CA
3602,Freeport,TX,Texas,Freeport TX
3603,Webb City,MO,Missouri,Webb City MO
3604,Salisbury,NY,New York,Salisbury NY
3605,Woodward,OK,Oklahoma,Woodward OK
3606,Melissa,TX,Texas,Melissa TX
3607,Brock Hall,MD,Maryland,Brock Hall MD
3608,James Island,SC,South Carolina,James Island SC
3609,Kingsburg,CA,California,Kingsburg CA
3610,Platteville,WI,Wisconsin,Platteville WI
3611,Eureka,MO,Missouri,Eureka MO
3612,Lovington,NM,New Mexico,Lovington NM
3613,Emeryville,CA,California,Emeryville CA
3614,Little Chute,WI,Wisconsin,Little Chute WI
3615,Bainbridge,GA,Georgia,Bainbridge GA
3616,Sedro-Woolley,WA,Washington,Sedro-Woolley WA
3617,Minden,LA,Louisiana,Minden LA
3618,Grantsville,UT,Utah,Grantsville UT
3619,Somerville,NJ,New Jersey,Somerville NJ
3620,Middle Valley,TN,Tennessee,Middle Valley TN
3621,Union Park,FL,Florida,Union Park FL
3622,South Charleston,WV,West Virginia,South Charleston WV
3623,Fairfax Station,VA,Virginia,Fairfax Station VA
3624,Leeds,AL,Alabama,Leeds AL
3625,Holiday City-Berkeley,NJ,New Jersey,Holiday City-Berkeley NJ
3626,East Bethel,MN,Minnesota,East Bethel MN
3627,Festus,MO,Missouri,Festus MO
3628,Riverview,MI,Michigan,Riverview MI
3629,Smithfield,UT,Utah,Smithfield UT
3630,Weatherford,OK,Oklahoma,Weatherford OK
3631,Miller Place,NY,New York,Miller Place NY
3632,Spring Lake,NC,North Carolina,Spring Lake NC
3633,Folkston,GA,Georgia,Folkston GA
3634,Macedonia,OH,Ohio,Macedonia OH
3635,Carnot-Moon,PA,Pennsylvania,Carnot-Moon PA
3636,Jerome,ID,Idaho,Jerome ID
3637,Prairie Ridge,WA,Washington,Prairie Ridge WA
3638,Hasbrouck Heights,NJ,New Jersey,Hasbrouck Heights NJ
3639,Union,MO,Missouri,Union MO
3640,Hamilton Square,NJ,New Jersey,Hamilton Square NJ
3641,Moncks Corner,SC,South Carolina,Moncks Corner SC
3642,Goulds,FL,Florida,Goulds FL
3643,Newton,NJ,New Jersey,Newton NJ
3644,Maltby,WA,Washington,Maltby WA
3645,Garden City,ID,Idaho,Garden City ID
3646,Somersworth,NH,New Hampshire,Somersworth NH
3647,Norton,OH,Ohio,Norton OH
3648,Red Bank,NJ,New Jersey,Red Bank NJ
3649,Ellwood City,PA,Pennsylvania,Ellwood City PA
3650,Glenwood Springs,CO,Colorado,Glenwood Springs CO
3651,Greensburg,IN,Indiana,Greensburg IN
3652,Tucson Estates,AZ,Arizona,Tucson Estates AZ
3653,Macclenny,FL,Florida,Macclenny FL
3654,Echelon,NJ,New Jersey,Echelon NJ
3655,East Grand Rapids,MI,Michigan,East Grand Rapids MI
3656,Newberry,SC,South Carolina,Newberry SC
3657,Lansing,KS,Kansas,Lansing KS
3658,Brookhaven,MS,Mississippi,Brookhaven MS
3659,Winfield,KS,Kansas,Winfield KS
3660,Norwalk,IA,Iowa,Norwalk IA
3661,Camp Pendleton South,CA,California,Camp Pendleton South CA
3662,Hudson,FL,Florida,Hudson FL
3663,Robinson,TX,Texas,Robinson TX
3664,Newport East,RI,Rhode Island,Newport East RI
3665,Portales,NM,New Mexico,Portales NM
3666,Port Washington,WI,Wisconsin,Port Washington WI
3667,South Miami,FL,Florida,South Miami FL
3668,Waimea,HI,Hawaii,Waimea HI
3669,Green River,WY,Wyoming,Green River WY
3670,Tremonton,UT,Utah,Tremonton UT
3671,Cottage Grove,OR,Oregon,Cottage Grove OR
3672,Valley Falls,RI,Rhode Island,Valley Falls RI
3673,Berkley,CO,Colorado,Berkley CO
3674,Robertsville,NJ,New Jersey,Robertsville NJ
3675,Delavan,WI,Wisconsin,Delavan WI
3676,Vineyard,UT,Utah,Vineyard UT
3677,Richfield,WI,Wisconsin,Richfield WI
3678,Port Lavaca,TX,Texas,Port Lavaca TX
3679,Otsego,MI,Michigan,Otsego MI
3680,Malvern,AR,Arkansas,Malvern AR
3681,Cadillac,MI,Michigan,Cadillac MI
3682,Lake Station,IN,Indiana,Lake Station IN
3683,Healdsburg,CA,California,Healdsburg CA
3684,Clawson,MI,Michigan,Clawson MI
3685,Sandy,OR,Oregon,Sandy OR
3686,East Renton Highlands,WA,Washington,East Renton Highlands WA
3687,Red Bank,TN,Tennessee,Red Bank TN
3688,Brown Deer,WI,Wisconsin,Brown Deer WI
3689,Crestwood,MO,Missouri,Crestwood MO
3690,Grants,NM,New Mexico,Grants NM
3691,Malibu,CA,California,Malibu CA
3692,Smyrna,DE,Delaware,Smyrna DE
3693,Bucyrus,OH,Ohio,Bucyrus OH
3694,Valencia West,AZ,Arizona,Valencia West AZ
3695,Viera East,FL,Florida,Viera East FL
3696,Newman,CA,California,Newman CA
3697,Tomball,TX,Texas,Tomball TX
3698,Naranja,FL,Florida,Naranja FL
3699,Florida City,FL,Florida,Florida City FL
3700,Wanaque,NJ,New Jersey,Wanaque NJ
3701,Scotts Valley,CA,California,Scotts Valley CA
3702,View Park-Windsor Hills,CA,California,View Park-Windsor Hills CA
3703,Robstown,TX,Texas,Robstown TX
3704,Georgetown,SC,South Carolina,Georgetown SC
3705,Lake Los Angeles,CA,California,Lake Los Angeles CA
3706,Arlington,TN,Tennessee,Arlington TN
3707,Somerset,PA,Pennsylvania,Somerset PA
3708,Excelsior Springs,MO,Missouri,Excelsior Springs MO
3709,Diamond Springs,CA,California,Diamond Springs CA
3710,Kalaoa,HI,Hawaii,Kalaoa HI
3711,North Wantagh,NY,New York,North Wantagh NY
3712,Cordele,GA,Georgia,Cordele GA
3713,Mendota,CA,California,Mendota CA
3714,Grafton,WI,Wisconsin,Grafton WI
3715,Eufaula,AL,Alabama,Eufaula AL
3716,Glen Rock,NJ,New Jersey,Glen Rock NJ
3717,Cocoa Beach,FL,Florida,Cocoa Beach FL
3718,Clute,TX,Texas,Clute TX
3719,Tamalpais-Homestead Valley,CA,California,Tamalpais-Homestead Valley CA
3720,Port St. John,FL,Florida,Port St. John FL
3721,Endwell,NY,New York,Endwell NY
3722,Plano,IL,Illinois,Plano IL
3723,Madison Heights,VA,Virginia,Madison Heights VA
3724,Bothell East,WA,Washington,Bothell East WA
3725,Guthrie,OK,Oklahoma,Guthrie OK
3726,Dranesville,VA,Virginia,Dranesville VA
3727,El Campo,TX,Texas,El Campo TX
3728,Accokeek,MD,Maryland,Accokeek MD
3729,Evanston,WY,Wyoming,Evanston WY
3730,Pontiac,IL,Illinois,Pontiac IL
3731,Franklin,OH,Ohio,Franklin OH
3732,Gold Canyon,AZ,Arizona,Gold Canyon AZ
3733,Cedarburg,WI,Wisconsin,Cedarburg WI
3734,Claiborne,LA,Louisiana,Claiborne LA
3735,Beachwood,OH,Ohio,Beachwood OH
3736,Seven Hills,OH,Ohio,Seven Hills OH
3737,Upper Montclair,NJ,New Jersey,Upper Montclair NJ
3738,Martinsville,NJ,New Jersey,Martinsville NJ
3739,Elk City,OK,Oklahoma,Elk City OK
3740,Scottdale,GA,Georgia,Scottdale GA
3741,Silver City,NM,New Mexico,Silver City NM
3742,Wakefield,VA,Virginia,Wakefield VA
3743,Alum Rock,CA,California,Alum Rock CA
3744,Mitchellville,MD,Maryland,Mitchellville MD
3745,Spirit Lake,IA,Iowa,Spirit Lake IA
3746,Woodland Park,CO,Colorado,Woodland Park CO
3747,Bridgeton,MO,Missouri,Bridgeton MO
3748,Mexico,MO,Missouri,Mexico MO
3749,Archdale,NC,North Carolina,Archdale NC
3750,Westwood Lakes,FL,Florida,Westwood Lakes FL
3751,Bogalusa,LA,Louisiana,Bogalusa LA
3752,Newport,TN,Tennessee,Newport TN
3753,Elwood,NY,New York,Elwood NY
3754,Yeadon,PA,Pennsylvania,Yeadon PA
3755,Florham Park,NJ,New Jersey,Florham Park NJ
3756,Wallington,NJ,New Jersey,Wallington NJ
3757,Trinity,FL,Florida,Trinity FL
3758,Mack,OH,Ohio,Mack OH
3759,Roma,TX,Texas,Roma TX
3760,Mountain Top,PA,Pennsylvania,Mountain Top PA
3761,Port Salerno,FL,Florida,Port Salerno FL
3762,Magalia,CA,California,Magalia CA
3763,Waipio,HI,Hawaii,Waipio HI
3764,Magnolia,AR,Arkansas,Magnolia AR
3765,Emmaus,PA,Pennsylvania,Emmaus PA
3766,Jackson,OH,Ohio,Jackson OH
3767,Nanakuli,HI,Hawaii,Nanakuli HI
3768,Webster,TX,Texas,Webster TX
3769,Elizabethtown,PA,Pennsylvania,Elizabethtown PA
3770,Show Low,AZ,Arizona,Show Low AZ
3771,Maili,HI,Hawaii,Maili HI
3772,River Edge,NJ,New Jersey,River Edge NJ
3773,Woods Cross,UT,Utah,Woods Cross UT
3774,Byram,MS,Mississippi,Byram MS
3775,North Bellport,NY,New York,North Bellport NY
3776,Fort Bliss,TX,Texas,Fort Bliss TX
3777,Highland,IL,Illinois,Highland IL
3778,Lyndon,KY,Kentucky,Lyndon KY
3779,Signal Hill,CA,California,Signal Hill CA
3780,Hailey,ID,Idaho,Hailey ID
3781,Scottsburg,IN,Indiana,Scottsburg IN
3782,Urbana,OH,Ohio,Urbana OH
3783,Schiller Park,IL,Illinois,Schiller Park IL
3784,Fenton,MI,Michigan,Fenton MI
3785,Bayou Blue,LA,Louisiana,Bayou Blue LA
3786,Los Alamitos,CA,California,Los Alamitos CA
3787,Destrehan,LA,Louisiana,Destrehan LA
3788,Minooka,IL,Illinois,Minooka IL
3789,Gardere,LA,Louisiana,Gardere LA
3790,Cascades,VA,Virginia,Cascades VA
3791,Hillsborough,CA,California,Hillsborough CA
3792,Gardnerville Ranchos,NV,Nevada,Gardnerville Ranchos NV
3793,Collegedale,TN,Tennessee,Collegedale TN
3794,Summerfield,NC,North Carolina,Summerfield NC
3795,Snyder,TX,Texas,Snyder TX
3796,Tarrytown,NY,New York,Tarrytown NY
3797,Viera West,FL,Florida,Viera West FL
3798,Wyandanch,NY,New York,Wyandanch NY
3799,Fairfield,IA,Iowa,Fairfield IA
3800,Mount Sterling,KY,Kentucky,Mount Sterling KY
3801,Ravenna,OH,Ohio,Ravenna OH
3802,Bellmawr,NJ,New Jersey,Bellmawr NJ
3803,Angola,IN,Indiana,Angola IN
3804,Coshocton,OH,Ohio,Coshocton OH
3805,Mendota Heights,MN,Minnesota,Mendota Heights MN
3806,Haysville,KS,Kansas,Haysville KS
3807,Tega Cay,SC,South Carolina,Tega Cay SC
3808,Dent,OH,Ohio,Dent OH
3809,Haddonfield,NJ,New Jersey,Haddonfield NJ
3810,Beachwood,NJ,New Jersey,Beachwood NJ
3811,Bradford,PA,Pennsylvania,Bradford PA
3812,North Vernon,IN,Indiana,North Vernon IN
3813,Travilah,MD,Maryland,Travilah MD
3814,Kaneohe Station,HI,Hawaii,Kaneohe Station HI
3815,Winton,CA,California,Winton CA
3816,Celina,OH,Ohio,Celina OH
3817,Hartsville,TN,Tennessee,Hartsville TN
3818,Canyon Lake,CA,California,Canyon Lake CA
3819,Burkburnett,TX,Texas,Burkburnett TX
3820,Lighthouse Point,FL,Florida,Lighthouse Point FL
3821,Eunice,LA,Louisiana,Eunice LA
3822,Greentree,NJ,New Jersey,Greentree NJ
3823,Westview,FL,Florida,Westview FL
3824,DuBois,PA,Pennsylvania,DuBois PA
3825,Lamesa,TX,Texas,Lamesa TX
3826,North Logan,UT,Utah,North Logan UT
3827,Berlin,NH,New Hampshire,Berlin NH
3828,Waupun,WI,Wisconsin,Waupun WI
3829,Big Lake,MN,Minnesota,Big Lake MN
3830,Hillsdale,MI,Michigan,Hillsdale MI
3831,Broomall,PA,Pennsylvania,Broomall PA
3832,Gloucester City,NJ,New Jersey,Gloucester City NJ
3833,Grand Rapids,MN,Minnesota,Grand Rapids MN
3834,Hawaiian Paradise Park,HI,Hawaii,Hawaiian Paradise Park HI
3835,Arizona City,AZ,Arizona,Arizona City AZ
3836,Seymour,TN,Tennessee,Seymour TN
3837,Hormigueros,PR,Puerto Rico,Hormigueros PR
3838,Camp Verde,AZ,Arizona,Camp Verde AZ
3839,Weddington,NC,North Carolina,Weddington NC
3840,Ridgefield,NJ,New Jersey,Ridgefield NJ
3841,Poulsbo,WA,Washington,Poulsbo WA
3842,Stayton,OR,Oregon,Stayton OR
3843,Springdale,OH,Ohio,Springdale OH
3844,Brookings,OR,Oregon,Brookings OR
3845,Damascus,OR,Oregon,Damascus OR
3846,Niles,MI,Michigan,Niles MI
3847,Fuller Heights,FL,Florida,Fuller Heights FL
3848,Mango,FL,Florida,Mango FL
3849,Piedmont,CA,California,Piedmont CA
3850,Fitzgerald,GA,Georgia,Fitzgerald GA
3851,Huntingdon,PA,Pennsylvania,Huntingdon PA
3852,Selma,TX,Texas,Selma TX
3853,Satellite Beach,FL,Florida,Satellite Beach FL
3854,Rossmoor,CA,California,Rossmoor CA
3855,Mayfield,KY,Kentucky,Mayfield KY
3856,Guttenberg,NJ,New Jersey,Guttenberg NJ
3857,Lanham,MD,Maryland,Lanham MD
3858,Franklin Lakes,NJ,New Jersey,Franklin Lakes NJ
3859,Gulf Gate Estates,FL,Florida,Gulf Gate Estates FL
3860,Summit,IL,Illinois,Summit IL
3861,Yorktown,IN,Indiana,Yorktown IN
3862,Town and Country,MO,Missouri,Town and Country MO
3863,Fulton,NY,New York,Fulton NY
3864,Mount Sinai,NY,New York,Mount Sinai NY
3865,Princess Anne,MD,Maryland,Princess Anne MD
3866,Jefferson Hills,PA,Pennsylvania,Jefferson Hills PA
3867,Lindon,UT,Utah,Lindon UT
3868,Maysville,KY,Kentucky,Maysville KY
3869,South Yarmouth,MA,Massachusetts,South Yarmouth MA
3870,Campton Hills,IL,Illinois,Campton Hills IL
3871,Woodbury,NY,New York,Woodbury NY
3872,Rifle,CO,Colorado,Rifle CO
3873,Bennettsville,SC,South Carolina,Bennettsville SC
3874,Walden,NY,New York,Walden NY
3875,Grove City,PA,Pennsylvania,Grove City PA
3876,Lexington Park,MD,Maryland,Lexington Park MD
3877,Merriam,KS,Kansas,Merriam KS
3878,Westwood,NJ,New Jersey,Westwood NJ
3879,Lower Burrell,PA,Pennsylvania,Lower Burrell PA
3880,Valley Center,CA,California,Valley Center CA
3881,Silverton,OR,Oregon,Silverton OR
3882,Wahpeton,ND,North Dakota,Wahpeton ND
3883,Bolivar,MO,Missouri,Bolivar MO
3884,Storm Lake,IA,Iowa,Storm Lake IA
3885,Whitehall,MI,Michigan,Whitehall MI
3886,Orange Cove,CA,California,Orange Cove CA
3887,Lake Grove,NY,New York,Lake Grove NY
3888,Moss Bluff,LA,Louisiana,Moss Bluff LA
3889,Grosse Pointe Park,MI,Michigan,Grosse Pointe Park MI
3890,Four Corners,TX,Texas,Four Corners TX
3891,Grand Haven,MI,Michigan,Grand Haven MI
3892,Two Rivers,WI,Wisconsin,Two Rivers WI
3893,Lawrenceburg,TN,Tennessee,Lawrenceburg TN
3894,Clinton,SC,South Carolina,Clinton SC
3895,Dobbs Ferry,NY,New York,Dobbs Ferry NY
3896,Coamo,PR,Puerto Rico,Coamo PR
3897,Suffern,NY,New York,Suffern NY
3898,Shiloh,PA,Pennsylvania,Shiloh PA
3899,Munhall,PA,Pennsylvania,Munhall PA
3900,Lake Morton-Berrydale,WA,Washington,Lake Morton-Berrydale WA
3901,Florence,OR,Oregon,Florence OR
3902,Browns Mills,NJ,New Jersey,Browns Mills NJ
3903,Guymon,OK,Oklahoma,Guymon OK
3904,Pike Creek Valley,DE,Delaware,Pike Creek Valley DE
3905,Pompton Lakes,NJ,New Jersey,Pompton Lakes NJ
3906,Millsboro,DE,Delaware,Millsboro DE
3907,Kings Mountain,NC,North Carolina,Kings Mountain NC
3908,Sussex,WI,Wisconsin,Sussex WI
3909,Pearsall,TX,Texas,Pearsall TX
3910,Ocean City,NJ,New Jersey,Ocean City NJ
3911,Largo,MD,Maryland,Largo MD
3912,West Point,UT,Utah,West Point UT
3913,Gonzales,LA,Louisiana,Gonzales LA
3914,Liberty Lake,WA,Washington,Liberty Lake WA
3915,Spencer,IA,Iowa,Spencer IA
3916,Chalco,NE,Nebraska,Chalco NE
3917,Saddlebrooke,AZ,Arizona,Saddlebrooke AZ
3918,Decatur,IN,Indiana,Decatur IN
3919,Heath,OH,Ohio,Heath OH
3920,New Albany,OH,Ohio,New Albany OH
3921,Vermillion,SD,South Dakota,Vermillion SD
3922,Manchester,VA,Virginia,Manchester VA
3923,Cusseta,GA,Georgia,Cusseta GA
3924,Walker Mill,MD,Maryland,Walker Mill MD
3925,Elkins,WV,West Virginia,Elkins WV
3926,Halfway,MD,Maryland,Halfway MD
3927,Soquel,CA,California,Soquel CA
3928,Fort Meade,MD,Maryland,Fort Meade MD
3929,Montgomery,OH,Ohio,Montgomery OH
3930,Lake Monticello,VA,Virginia,Lake Monticello VA
3931,Lowes Island,VA,Virginia,Lowes Island VA
3932,Kearney,MO,Missouri,Kearney MO
3933,Bacliff,TX,Texas,Bacliff TX
3934,Essex Junction,VT,Vermont,Essex Junction VT
3935,La Riviera,CA,California,La Riviera CA
3936,Pleasant View,UT,Utah,Pleasant View UT
3937,Wasilla,AK,Alaska,Wasilla AK
3938,Forest,VA,Virginia,Forest VA
3939,Oak Grove,SC,South Carolina,Oak Grove SC
3940,River Forest,IL,Illinois,River Forest IL
3941,Cheval,FL,Florida,Cheval FL
3942,The Pinery,CO,Colorado,The Pinery CO
3943,Panthersville,GA,Georgia,Panthersville GA
3944,Smithville,MO,Missouri,Smithville MO
3945,Mount Kisco,NY,New York,Mount Kisco NY
3946,Sierra Madre,CA,California,Sierra Madre CA
3947,Totowa,NJ,New Jersey,Totowa NJ
3948,San GermÃ¡n,PR,Puerto Rico,San GermÃ¡n PR
3949,Highland Park,MI,Michigan,Highland Park MI
3950,North Branch,MN,Minnesota,North Branch MN
3951,Winnemucca,NV,Nevada,Winnemucca NV
3952,Castle Pines,CO,Colorado,Castle Pines CO
3953,Burr Ridge,IL,Illinois,Burr Ridge IL
3954,Galena Park,TX,Texas,Galena Park TX
3955,Myrtle Grove,NC,North Carolina,Myrtle Grove NC
3956,Ludington,MI,Michigan,Ludington MI
3957,Camden,AR,Arkansas,Camden AR
3958,Bellmead,TX,Texas,Bellmead TX
3959,Little Ferry,NJ,New Jersey,Little Ferry NJ
3960,Aguadilla,PR,Puerto Rico,Aguadilla PR
3961,Muskegon Heights,MI,Michigan,Muskegon Heights MI
3962,Mapleton,UT,Utah,Mapleton UT
3963,Fruitland Park,FL,Florida,Fruitland Park FL
3964,Arkadelphia,AR,Arkansas,Arkadelphia AR
3965,Rochelle,IL,Illinois,Rochelle IL
3966,Gig Harbor,WA,Washington,Gig Harbor WA
3967,Crestwood,IL,Illinois,Crestwood IL
3968,Farmersville,CA,California,Farmersville CA
3969,Darby,PA,Pennsylvania,Darby PA
3970,Smithfield,VA,Virginia,Smithfield VA
3971,Gateway,FL,Florida,Gateway FL
3972,Raceland,LA,Louisiana,Raceland LA
3973,Sweet Home,OR,Oregon,Sweet Home OR
3974,DeForest,WI,Wisconsin,DeForest WI
3975,Cleveland,TX,Texas,Cleveland TX
3976,Avon Park,FL,Florida,Avon Park FL
3977,Northbrook,OH,Ohio,Northbrook OH
3978,Van Wert,OH,Ohio,Van Wert OH
3979,Garden City,SC,South Carolina,Garden City SC
3980,Hornell,NY,New York,Hornell NY
3981,Pacific,MO,Missouri,Pacific MO
3982,Newcastle,OK,Oklahoma,Newcastle OK
3983,Ketchikan,AK,Alaska,Ketchikan AK
3984,Alamosa,CO,Colorado,Alamosa CO
3985,Lansdowne,PA,Pennsylvania,Lansdowne PA
3986,Toccoa,GA,Georgia,Toccoa GA
3987,Brooklyn,OH,Ohio,Brooklyn OH
3988,Saks,AL,Alabama,Saks AL
3989,Millington,TN,Tennessee,Millington TN
3990,Georgetown,DE,Delaware,Georgetown DE
3991,Ogdensburg,NY,New York,Ogdensburg NY
3992,Wyomissing,PA,Pennsylvania,Wyomissing PA
3993,Petal,MS,Mississippi,Petal MS
3994,Anderson,CA,California,Anderson CA
3995,North Lindenhurst,NY,New York,North Lindenhurst NY
3996,Monroe,WI,Wisconsin,Monroe WI
3997,Atchison,KS,Kansas,Atchison KS
3998,Highland City,FL,Florida,Highland City FL
3999,Kapaa,HI,Hawaii,Kapaa HI
4000,Waterloo,IL,Illinois,Waterloo IL
4001,Wyndham,VA,Virginia,Wyndham VA
4002,Norton,VA,Virginia,Norton VA
4003,Fairfield,AL,Alabama,Fairfield AL
4004,Greencastle,IN,Indiana,Greencastle IN
4005,Covington,LA,Louisiana,Covington LA
4006,Three Rivers,MI,Michigan,Three Rivers MI
4007,Timonium,MD,Maryland,Timonium MD
4008,Lincoln Village,OH,Ohio,Lincoln Village OH
4009,Morro Bay,CA,California,Morro Bay CA
4010,Lowell,IN,Indiana,Lowell IN
4011,Paris,TN,Tennessee,Paris TN
4012,Ironton,OH,Ohio,Ironton OH
4013,Star,ID,Idaho,Star ID
4014,Fairview,CA,California,Fairview CA
4015,Pasadena Hills,FL,Florida,Pasadena Hills FL
4016,Richmond Heights,FL,Florida,Richmond Heights FL
4017,Milton,FL,Florida,Milton FL
4018,San Diego Country Estates,CA,California,San Diego Country Estates CA
4019,Columbia,IL,Illinois,Columbia IL
4020,Roscoe,IL,Illinois,Roscoe IL
4021,Jefferson,LA,Louisiana,Jefferson LA
4022,Little Canada,MN,Minnesota,Little Canada MN
4023,Rosaryville,MD,Maryland,Rosaryville MD
4024,Wapakoneta,OH,Ohio,Wapakoneta OH
4025,Alpine,UT,Utah,Alpine UT
4026,Farmington,MI,Michigan,Farmington MI
4027,Doctor Phillips,FL,Florida,Doctor Phillips FL
4028,Exeter,CA,California,Exeter CA
4029,Martin,TN,Tennessee,Martin TN
4030,Gifford,FL,Florida,Gifford FL
4031,Bernalillo,NM,New Mexico,Bernalillo NM
4032,Pine Castle,FL,Florida,Pine Castle FL
4033,Point Pleasant,WV,West Virginia,Point Pleasant WV
4034,Cape Canaveral,FL,Florida,Cape Canaveral FL
4035,Sweetwater,TX,Texas,Sweetwater TX
4036,Fairview Shores,FL,Florida,Fairview Shores FL
4037,Jacinto City,TX,Texas,Jacinto City TX
4038,Worth,IL,Illinois,Worth IL
4039,Portage,WI,Wisconsin,Portage WI
4040,Tanaina,AK,Alaska,Tanaina AK
4041,Bedford Heights,OH,Ohio,Bedford Heights OH
4042,Fox Lake,IL,Illinois,Fox Lake IL
4043,Oak Hills,CA,California,Oak Hills CA
4044,Linthicum,MD,Maryland,Linthicum MD
4045,Fountain Inn,SC,South Carolina,Fountain Inn SC
4046,New Baltimore,VA,Virginia,New Baltimore VA
4047,Wellington,CO,Colorado,Wellington CO
4048,Kendallville,IN,Indiana,Kendallville IN
4049,Sumner,WA,Washington,Sumner WA
4050,Pine Hill,NJ,New Jersey,Pine Hill NJ
4051,Forestville,OH,Ohio,Forestville OH
4052,Hudson,NY,New York,Hudson NY
4053,Shasta Lake,CA,California,Shasta Lake CA
4054,Dayton,TN,Tennessee,Dayton TN
4055,Rodeo,CA,California,Rodeo CA
4056,West Point,MS,Mississippi,West Point MS
4057,Vidor,TX,Texas,Vidor TX
4058,New Port Richey East,FL,Florida,New Port Richey East FL
